Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_downside_6y,roe_downside_6y,roic_drawdown_6y,roe_drawdown_6y,years_roic_6y,net_margin,revenue_growth_3y,assets_to_equity
"MNRG","ATLAS METALS GROUP PLC","","Royaume-Uni","LSE","GBp","274.90","-0.68","-51.48","-18.23","254.19","-55.18","4.39","0","1","8.03","65.24","0.00","0.00","6","","","NaN"
"PTEC","PLAYTECH PLC","","Royaume-Uni","LSE","GBp","92.79","0.24","-2.91","33.65","51.50","-0.19","2.38","0","2","2.60","23.87","193.57","102.44","6","194.38","-0.54","NaN"
"CRDA","CRODA INTERNATIONAL PLC","","Royaume-Uni","LSE","GBp","2.88","0.32","6.17","5.63","2.39","6.09","0.07","2","3","0.99","4.70","53.03","90.75","6","3.81","0.14","NaN"
"COA","COATS GROUP PLC","","Royaume-Uni","LSE","GBp","21.23","1.49","11.32","18.56","4.09","11.26","0.46","1","5","3.32","9.83","28.40","95.79","6","8.27","2.50","NaN"
"BPET","BMO PRIVATE EQUITY TRUST PLC","","Royaume-Uni","LSE","GBp","17149.26","48.61","","10066.17","6632.99","","","","4","","2529.18","","7.69","0","99.22","104.94","NaN"
"888","EVOKE PLC","","Royaume-Uni","LSE","GBp","-47.18","21.89","2.11","-32.91","69.46","7.87","8.36","1","1","4.77","55.98","87.92","321.07","4","-3.30","75.54","NaN"
"BOIL","BARON OIL PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","","","0","","","NaN"
"MRO","MELROSE INDUSTRIES PLC","","Royaume-Uni","LSE","GBp","13.05","0.67","6.76","-2.49","16.04","2.39","3.79","0","1","1.52","9.74","108.70","266.05","6","10.31","3.51","NaN"
"ICG","ICG PLC","","Royaume-Uni","LSE","GBp","-4.79","0.00","-15.95","-0.79","5.32","-9.68","10.43","3","3","53.01","16.08","100.59","103.26","6","-21.52","63.89","NaN"
"VOD","VODAFONE GROUP PUBLIC LIMITED COMPANY","","Royaume-Uni","LSE","GBp","-0.09","0.97","1.58","-1.46","4.53","2.22","0.56","0","1","0.64","4.76","57.07","130.09","6","-0.12","4.97","NaN"
"WIL","WILMINGTON PLC","","Royaume-Uni","LSE","GBp","-501.57","0.00","-152.38","-217.88","455.23","-136.74","16.53","0","4","29.17","543.47","0.00","242.98","6","-32196.94","-10.91","NaN"
"CPG","COMPASS GROUP PLC","","Royaume-Uni","LSE","GBp","25.64","0.90","9.72","24.02","2.28","9.87","0.85","0","4","3.95","12.43","15.49","14.39","6","4.08","10.24","NaN"
"OTB","ON THE BEACH GROUP PLC","","Royaume-Uni","LSE","GBp","5.07","0.01","29.12","6.23","1.17","21.17","7.65","3","0","27.41","21.20","0.00","31.58","6","7.08","4.07","NaN"
"BATS","BRITISH AMERICAN TOBACCO PLC","","Royaume-Uni","LSE","GBp","15.82","0.73","8.52","-0.02","19.69","4.01","7.81","0","1","7.10","18.64","161.96","306.17","6","30.32","-3.11","NaN"
"VSVS","VESUVIUS PLC","","Royaume-Uni","LSE","GBp","5.22","0.52","5.41","7.64","2.34","6.87","1.34","1","1","2.00","3.44","55.36","66.52","6","3.58","-3.17","NaN"
"HOC","HOCHSCHILD MINING PLC","","Royaume-Uni","LSE","GBp","31.63","0.40","12.38","12.81","21.09","9.21","3.44","1","2","3.19","9.79","76.01","210.02","6","20.93","30.54","NaN"
"PBEE","PENSIONBEE GROUP PLC","","Royaume-Uni","LSE","GBp","-8.10","0.00","-38.15","-25.14","25.66","-83.12","80.07","0","0","242.60","86.72","0.00","0.00","6","-6.69","33.76","NaN"
"DFDV","DEFI DEVELOPMENT CORP.","","Royaume-Uni","LSE","GBp","-143.61","1.28","-3.82","-110.74","46.49","-66.56","88.73","0","0","62.75","32.87","0.00","0.00","2","-648.06","442.28","NaN"
"PAY","PAYPOINT PLC","","Royaume-Uni","LSE","GBp","12.80","0.01","21.59","9.28","3.71","13.53","7.83","3","2","6.66","5.03","103.16","100.80","6","5.59","39.54","NaN"
"WIX","WICKES GROUP PLC","","Royaume-Uni","LSE","GBp","-22.77","-4.33","0.06","-83.74","107.26","2.01","3.03","0","1","10.26","98.71","98.91","128.71","6","2.54","12.97","NaN"
"BBOX","TRITAX BIG BOX REIT PLC","","Royaume-Uni","LSE","GBp","7.55","0.54","","6.97","4.62","","","","2","","15.39","","158.06","0","69.69","114.60","NaN"
"CPI","CAPITA PLC","","Royaume-Uni","LSE","GBp","-139.45","17.31","-4.49","-54.98","97.54","-2.06","2.17","0","3","1.74","93.02","0.00","166.10","6","-7.16","-9.36","NaN"
"GDWN","GOODWIN PLC","","Royaume-Uni","LSE","GBp","19.47","0.23","13.18","15.53","3.42","10.36","2.59","1","3","1.37","2.85","9.26","0.00","6","11.91","8.76","NaN"
"CYKL","CYKEL AI PLC","","Royaume-Uni","LSE","GBp","-921.80","0.00","-166.40","-444.62","503.87","-61.70","90.87","0","2","111.13","545.64","0.00","508.51","4","-15963.26","","NaN"
"PPP","PENNPETRO ENERGY PLC","","Royaume-Uni","LSE","GBp","-10.12","0.19","-3.36","-7.65","3.78","-1.08","2.13","0","0","2.29","4.28","298.82","593.44","6","-10.81","-13.05","NaN"
"WPP","WPP PLC","","Royaume-Uni","LSE","GBp","-5.29","2.46","1.18","5.16","10.99","2.38","1.95","0","3","5.67","40.06","77.99","124.45","6","-1.27","-4.46","NaN"
"AVON","AVON TECHNOLOGIES PLC","","Royaume-Uni","LSE","GBp","6.18","0.49","5.36","0.08","7.15","1.67","4.28","0","1","6.07","6.98","358.78","113.99","6","3.28","13.47","NaN"
"HFG","HILTON FOOD GROUP PLC","","Royaume-Uni","LSE","GBp","23.22","1.28","5.46","16.12","6.16","7.13","1.45","0","5","1.29","4.52","32.17","66.42","6","1.90","2.78","NaN"
"PPH","PPHE HOTEL GROUP LTD.","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","","","0","","","NaN"
"BARC","BARCLAYS PLC","","Royaume-Uni","LSE","GBp","9.57","2.81","","8.64","1.03","","","","0","","2.97","","26.87","0","24.75","7.14","NaN"
"HFD","HALFORDS GROUP PLC","","Royaume-Uni","LSE","GBp","6.43","0.48","4.24","1.02","6.65","3.86","0.35","0","2","0.40","7.20","62.70","139.96","6","1.81","3.05","NaN"
"LGEN","LEGAL & GENERAL GROUP PLC","","Royaume-Uni","LSE","GBp","21.16","2.12","0.13","11.48","8.60","0.08","0.04","0","4","0.04","7.03","75.00","82.30","4","1.47","13.40","NaN"
"HILS","HILL & SMITH PLC","","Royaume-Uni","LSE","GBp","17.36","0.26","13.65","17.04","0.29","13.42","0.45","3","4","4.27","6.07","31.68","0.00","6","9.50","2.32","NaN"
"TCAP","TP ICAP GROUP PLC","","Royaume-Uni","LSE","GBp","10.02","0.61","","9.59","0.49","","","","0","","0.47","","18.81","0","49.90","3.14","NaN"
"ONDO","ONDO INSURTECH PLC","","Royaume-Uni","LSE","GBp","108.92","-0.83","-94.87","111.95","7.10","-140.69","56.28","0","3","42.87","100.86","0.00","10.99","4","-154.51","31.38","NaN"
"GNS","GENUS PLC","","Royaume-Uni","LSE","GBp","-63.01","0.29","-18.14","-49.08","14.58","-21.91","3.29","0","0","3.41","263.77","0.00","0.00","6","-661.21","-39.00","NaN"
"WIZZ","WIZZ AIR HOLDINGS PLC","","Royaume-Uni","LSE","GBp","0.21","7.52","0.65","-84.07","230.51","1.96","1.74","0","2","5.32","187.25","83.46","130.29","6","0.02","5.92","NaN"
"CPAI","CAPAI PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","","","0","","","NaN"
"DFS","DFS FURNITURE PLC","","Royaume-Uni","LSE","GBp","10.06","1.87","5.03","6.18","6.99","4.14","0.89","0","1","3.63","26.61","66.01","105.18","6","2.35","-2.73","NaN"
"WPM","WHEATON PRECIOUS METALS CORP.","","Royaume-Uni","LSE","GBp","18.45","0.00","18.69","11.24","6.24","12.00","5.81","1","2","0.91","1.67","2.86","41.13","6","63.58","50.93","NaN"
"BBY","BALFOUR BEATTY PLC","","Royaume-Uni","LSE","GBp","37.04","1.39","15.45","37.04","5.41","14.32","1.01","6","6","1.60","5.81","47.31","50.98","6","2.56","-2.05","NaN"
"COST","COSTAIN GROUP PLC","","Royaume-Uni","LSE","GBp","30.69","0.28","16.80","29.50","1.72","15.85","1.10","6","6","1.54","4.33","4.68","9.89","6","2.94","6.58","NaN"
"OMU","OLD MUTUAL LIMITED","","Royaume-Uni","LSE","GBp","14.77","0.36","0.92","13.86","0.96","0.83","0.08","0","3","0.13","11.59","0.00","18.57","4","3.37","22.59","NaN"
"PALM","PANTHER METALS PLC","","Royaume-Uni","LSE","GBp","-68.98","0.08","-16.27","-31.64","38.51","-16.34","2.14","0","0","8.22","76.20","0.00","967.67","6","","","NaN"
"PAGE","PAGEGROUP PLC","","Royaume-Uni","LSE","GBp","3.78","0.62","2.36","12.39","10.03","7.76","6.37","3","3","7.19","13.60","91.38","90.59","6","0.56","-10.88","NaN"
"BKG","BERKELEY GROUP HOLDINGS (THE) PLC","","Royaume-Uni","LSE","GBp","","0.19","","11.68","0.86","8.69","0.49","2","4","3.29","2.04","47.32","27.91","5","","0.90","NaN"
"PZC","PZ CUSSONS PLC","","Royaume-Uni","LSE","GBp","12.47","0.37","6.53","-3.90","17.21","2.31","5.61","0","2","6.38","15.95","150.06","281.48","6","5.25","1.27","NaN"
"BRBY","BURBERRY GROUP PLC","","Royaume-Uni","LSE","GBp","2.14","1.61","3.21","5.01","13.90","5.19","5.71","3","4","9.50","20.53","96.48","123.19","6","0.83","-9.70","NaN"
"VIP","VALUE AND INDEXED PROPERTY INCOME TRUST PLC","","Royaume-Uni","LSE","GBp","-11.42","-0.93","-19.16","-11.42","","-19.16","","0","0","","","","","1","8.99","","NaN"
"HOME","HOME REIT PLC","","Royaume-Uni","LSE","GBp","10.87","1.11","3.55","9.08","2.09","4.73","1.84","0","0","2.61","2.11","57.23","40.47","6","17.29","9.23","NaN"
"PCTN","PICTON PROPERTY INCOME LIMITED","","Royaume-Uni","LSE","GBp","4.90","0.40","","3.69","4.11","","","","1","","12.44","","159.92","0","52.58","59.04","NaN"
"PAG","PARAGON BANKING GROUP PLC","","Royaume-Uni","LSE","GBp","17.36","1.56","6.06","19.86","3.39","6.85","0.91","0","6","1.77","3.79","32.96","48.21","6","2.95","3.79","NaN"
"IFRX","IFOREX FINANCIAL TRADING HOLDINGS LTD.","","Royaume-Uni","LSE","GBp","-88.63","0.02","-444.13","-63.17","22.79","-353.62","88.56","0","0","227.02","24.48","0.00","0.00","6","-155582.08","-31.82","NaN"
"CWR","CERES POWER HOLDINGS PLC","","Royaume-Uni","LSE","GBp","-36.37","0.02","-48.17","-26.46","9.73","-50.91","17.72","0","0","24.06","11.79","0.00","0.00","6","-145.65","20.92","NaN"
"SSE","SSE PLC","","Royaume-Uni","LSE","GBp","89.56","-0.16","-60.76","1154.49","2769.39","-189.35","111.37","0","2","474.51","468.58","0.00","97.92","6","","","NaN"
"MNG","M&G PLC","","Royaume-Uni","LSE","GBp","55.73","-0.21","-48.09","9.32","40.25","-20.22","24.14","0","1","95.61","63.47","0.00","0.00","6","","","NaN"
"TBTG","THE BEAUTY TECH GROUP LTD","","Royaume-Uni","LSE","GBp","16.82","0.04","24.17","11.76","7.16","17.10","10.00","1","1","7.07","5.07","0.00","0.00","2","7.04","39.39","NaN"
"CSN","CHESNARA PLC","","Royaume-Uni","LSE","GBp","-2.37","0.36","0.11","1.26","3.69","0.11","0.03","0","0","0.31","7.02","15.38","238.84","4","-1.16","-6.78","NaN"
"BMV","BLUEBIRD MINING VENTURES LTD","","Royaume-Uni","LSE","GBp","-6.70","0.03","-3.74","-4.25","2.70","-2.99","0.69","0","1","11.73","41.23","0.00","110.62","6","","","NaN"
"OXIG","OXFORD INSTRUMENTS PLC","","Royaume-Uni","LSE","GBp","13.46","0.13","11.82","11.59","3.99","10.62","1.05","1","5","0.92","3.99","23.25","60.51","6","11.39","-5.15","NaN"
"PHNX","PHOENIX GROUP HOLDINGS PLC","","Royaume-Uni","LSE","GBp","-22.27","2.55","-0.04","-18.64","19.18","-0.08","0.19","0","0","0.51","22.25","422.22","557.88","4","-1.24","38.07","NaN"
"HIK","HIKMA PHARMACEUTICALS PLC","","Royaume-Uni","LSE","GBp","16.52","0.62","10.67","14.21","3.54","11.62","0.98","3","4","1.55","6.43","31.27","65.28","6","12.15","7.93","NaN"
"PHP","PRIMARY HEALTH PROPERTIES PLC","","Royaume-Uni","LSE","GBp","6.06","1.30","","3.62","2.17","","","","0","","2.20","","80.44","0","53.13","85.35","NaN"
"BAG","A.G. BARR P.L.C.","","Royaume-Uni","LSE","GBp","14.08","0.14","12.46","13.60","0.54","12.31","0.35","3","4","1.47","2.84","5.18","5.11","6","10.68","4.56","NaN"
"MTO","MITIE GROUP PLC","","Royaume-Uni","LSE","GBp","18.80","1.04","11.83","24.03","5.22","13.86","2.41","3","5","8.57","13.43","28.39","35.70","6","1.61","12.43","NaN"
"PNN","PENNON GROUP PLC","","Royaume-Uni","LSE","GBp","6.47","3.46","4.12","0.46","5.51","2.74","1.23","0","1","0.65","2.81","63.06","107.37","6","7.17","19.27","NaN"
"HTWS","HELIOS TOWERS PLC","","Royaume-Uni","LSE","GBp","70.17","26.06","6.61","2784.09","6647.34","6.77","0.51","0","2","1.38","1161.43","31.21","120.05","6","4.61","8.84","NaN"
"CSFS","CORNERSTONE FS PLC","","Royaume-Uni","LSE","GBp","272.59","1.80","11.87","-4356.17","4008.66","-119.10","119.11","0","2","48.56","3480.84","0.00","208.87","4","22.11","104.77","NaN"
"MONY","MONY GROUP PLC","","Royaume-Uni","LSE","GBp","34.36","0.15","26.48","33.74","0.83","23.02","3.49","6","6","3.45","4.62","41.61","24.67","6","18.08","1.63","NaN"
"MNO","MERIDIAN MINING PLC","","Royaume-Uni","LSE","GBp","-97.39","0.00","-419.60","-23.52","63.97","-268.03","133.03","0","4","172.65","78.35","0.00","315.04","5","","","NaN"
"OXB","OXFORD BIOMEDICA PLC","","Royaume-Uni","LSE","GBp","-40.37","1.62","-13.84","-75.98","38.78","-21.96","8.10","1","1","8.40","55.13","266.61","1025.73","6","-18.16","37.28","NaN"
"IBAI","IMAGING BIOMETRICS LTD.","","Royaume-Uni","LSE","GBp","-112.92","0.00","-9.10","-144.36","27.60","-19.12","9.24","0","0","5.68","26.23","0.00","0.00","4","-50.87","13.73","NaN"
"HUI","HYDROGEN UTOPIA INTERNATIONAL PLC","","Royaume-Uni","LSE","GBp","-45.64","0.58","-23.83","-45.17","13.47","-44.43","25.29","0","0","18.40","12.18","0.00","0.00","4","","","NaN"
"MOON","MOONPIG GROUP PLC","","Royaume-Uni","LSE","GBp","-33.79","0.07","-34.25","-34.65","16.53","-23.52","15.71","0","0","49.66","112.90","0.00","0.00","6","","","NaN"
"DEC","DIVERSIFIED ENERGY COMPANY PLC","","Royaume-Uni","LSE","GBp","48.60","3.04","3.36","117.99","183.22","0.59","2.53","1","2","2.43","130.81","107.95","106.27","6","21.22","36.23","NaN"
"GLEN","GLENCORE PLC","","Royaume-Uni","LSE","GBp","0.35","1.23","1.57","0.68","8.13","3.65","2.24","1","2","2.67","11.85","89.73","121.04","6","0.05","6.60","NaN"
"IMC","IMC EXPLORATION GROUP PLC","","Royaume-Uni","LSE","GBp","63.44","-0.41","-51.85","67.81","6.18","-51.75","0.13","0","2","0.10","4.37","0.00","12.11","2","","","NaN"
"1196835","GULF MARINE SERVICES PLC","","Royaume-Uni","LSE","GBp","4.83","0.51","4.23","9.73","4.48","8.50","3.96","1","2","8.48","40.57","64.93","64.54","6","10.34","11.39","NaN"
"PHTM","ME GROUP INTERNATIONAL PLC","","Royaume-Uni","LSE","GBp","22.06","0.75","13.82","16.49","13.47","11.58","8.72","2","2","11.86","20.93","89.66","95.70","3","10.19","-3.05","NaN"
"HWDN","HOWDEN JOINERY GROUP PLC","","Royaume-Uni","LSE","GBp","23.08","0.59","16.37","24.75","2.41","17.12","0.67","6","6","2.00","3.47","38.16","42.54","6","11.07","2.29","NaN"
"PLUS","PLUS500 LTD","","Royaume-Uni","LSE","GBp","12.96","0.11","10.96","12.73","1.15","10.48","0.61","2","5","0.72","1.20","27.96","33.47","6","5.43","4.77","NaN"
"HKLD","HONGKONG LAND HOLDINGS LIMITED","","Royaume-Uni","LSE","USD","4.16","0.20","0.78","-0.68","4.40","1.15","0.35","0","0","0.39","3.92","56.18","852.54","6","87.40","-11.38","NaN"
"HWG","HARWORTH GROUP PLC","","Royaume-Uni","LSE","GBp","1.36","0.25","-1.45","5.36","3.68","-1.11","0.65","0","1","0.87","2.58","120.49","92.28","6","7.30","33.84","NaN"
"MODE","R8 CAPITAL INVESTMENTS PLC","","Royaume-Uni","LSE","GBp","-66.32","-0.62","-13.30","3.60","60.86","-26.68","17.56","0","2","700.63","212.48","0.00","248.50","6","","","NaN"
"DCC","DCC PLC","","Royaume-Uni","LSE","GBp","1.02","0.96","7.05","6.30","4.98","6.37","0.71","0","0","0.75","6.25","22.85","91.13","6","0.18","-9.50","NaN"
"GENF","GENFLOW BIOSCIENCES PLC","","Royaume-Uni","LSE","GBp","297.25","0.00","-272.73","-1038.62","1955.65","-596.65","409.02","0","1","427.52","2520.88","0.00","0.00","5","","","NaN"
"IMB","IMPERIAL BRANDS PLC","","Royaume-Uni","LSE","GBp","38.74","1.84","8.30","38.97","4.28","9.13","1.27","0","6","1.40","8.55","21.62","51.06","6","6.90","-0.47","NaN"
"MNDI","MONDI PLC","","Royaume-Uni","LSE","GBp","3.73","0.55","3.42","1.99","3.77","5.33","2.68","1","3","3.62","7.80","75.00","109.09","6","2.57","2.25","NaN"
"GEMR","GEM RESOURCES PLC","","Royaume-Uni","LSE","GBp","-133.14","2.14","-56.62","-115.63","37.68","-67.56","9.65","0","0","29.46","20.56","0.00","0.00","6","-2075.56","","NaN"
"GEN","GENUIT GROUP PLC","","Royaume-Uni","LSE","GBp","39.88","3.16","8.27","32.23","6.63","6.53","1.56","1","4","2.05","196.39","58.47","78.12","6","19.46","14.53","NaN"
"MTLN","METLEN ENERGY & METALS","","Royaume-Uni","LSE","EUR","10.48","1.64","4.52","19.23","7.79","10.09","4.89","2","3","5.24","8.25","66.98","58.79","4","4.57","13.76","NaN"
"ORPH","OPEN ORPHAN PLC","","Royaume-Uni","LSE","GBp","-1.73","0.12","0.73","54.17","49.56","-34.02","30.32","0","3","12.40","44.40","0.00","101.87","4","-0.20","256.88","NaN"
"BGEO","LION FINANCE GROUP PLC","","Royaume-Uni","LSE","GBp","41.77","1.02","","30.55","11.03","","","","5","","10.67","","49.87","0","49.79","30.52","NaN"
"CURY","CURRYS PLC","","Royaume-Uni","LSE","GBp","7.10","0.40","3.64","6.81","1.67","3.29","0.77","0","0","0.62","15.08","4.96","852.58","6","1.78","4.49","NaN"
"MOH","MOH NIPPON PLC","","Royaume-Uni","LSE","GBp","","0.97","","","","","","","","","","","","0","","","NaN"
"BOOT","HENRY BOOT PLC","","Royaume-Uni","LSE","GBp","18.44","0.59","11.59","17.66","0.70","11.14","0.48","2","6","1.43","1.77","53.17","55.84","6","10.02","16.28","NaN"
"BMY","BLOOMSBURY PUBLISHING PLC","","Royaume-Uni","LSE","GBp","40.44","2.55","12.78","9.34","42.39","9.11","3.71","1","4","3.88","41.53","41.50","246.81","6","14.64","3.48","NaN"
"GENL","GENEL ENERGY PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","","","0","","","NaN"
"BEZ","BEAZLEY PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","","","0","","","NaN"
"DCH","DAUCH CORPORATION","","Royaume-Uni","LSE","GBp","-3.28","6.52","2.69","1.47","6.72","3.43","1.04","0","0","0.73","4.75","35.34","152.73","2","-0.34","-4.71","NaN"
"PRU","PRUDENTIAL PLC","","Royaume-Uni","LSE","GBp","11.36","0.65","","9.66","1.62","","","","1","","8.84","","125.92","0","6.12","6.00","NaN"
"OSB","OSB GROUP PLC","","Royaume-Uni","LSE","GBp","12.64","0.87","","13.25","0.76","","","","5","","1.23","","34.88","0","42.77","1.24","NaN"
"HTG","HUNTING PLC","","Royaume-Uni","LSE","GBp","4.79","0.13","5.38","5.43","8.52","5.41","1.41","0","1","8.23","14.02","21.23","119.28","6","4.20","4.72","NaN"
"BOY","BODYCOTE PLC","","Royaume-Uni","LSE","GBp","8.45","0.30","7.90","7.44","4.19","8.21","0.32","0","0","2.32","5.93","7.39","74.34","6","7.62","-4.81","NaN"
"BOWL","HOLLYWOOD BOWL GROUP PLC","","Royaume-Uni","LSE","GBp","-66.95","-48.33","3.95","-15.02","50.25","5.25","1.40","0","1","5.57","33.97","41.39","300.69","5","-7.24","12.54","NaN"
"GFTU","GRAFTON GROUP PLC","","Royaume-Uni","LSE","GBp","8.42","0.38","7.23","8.22","0.64","7.36","0.72","0","2","0.98","0.96","38.27","64.99","6","5.42","4.23","NaN"
"HLMA","HALMA PLC","","Royaume-Uni","LSE","GBp","18.31","0.42","13.81","16.91","1.22","12.66","1.04","5","6","0.53","0.89","13.00","17.84","6","14.42","12.67","NaN"
"COBR","COBRA RESOURCES PLC","","Royaume-Uni","LSE","GBp","2.76","0.00","-23.69","-10.59","13.74","-17.70","7.91","0","0","7.80","35.87","0.00","0.00","6","","","NaN"
"HREE","HARENA RARE EARTHS PLC","","Royaume-Uni","LSE","GBp","3963.11","0.63","-121.06","2112.49","2617.18","-72.89","68.12","0","2","48.17","1850.63","0.00","0.00","2","","","NaN"
"CWK","CRANSWICK PLC","","Royaume-Uni","LSE","GBp","4.75","1.53","5.77","3.43","5.02","4.43","1.44","0","2","2.94","15.96","56.85","110.79","6","0.86","4.10","NaN"
"GFRD","GALLIFORD TRY HOLDINGS PLC","","Royaume-Uni","LSE","GBp","28.51","0.44","3.92","19.79","11.13","2.00","1.70","0","3","3.91","9.47","47.37","98.22","6","1.79","15.99","NaN"
"PFG","PROVIDENT FINANCIAL PLC","","Royaume-Uni","LSE","GBp","10.52","0.32","","10.28","3.93","","","","2","","2.46","","82.61","0","8.03","6.93","NaN"
"PETS","PETS AT HOME GROUP PLC","","Royaume-Uni","LSE","GBp","-91.17","0.02","-28.18","-48.78","59.94","-19.27","12.59","2","2","30.88","67.60","134.24","595.49","5","-32.00","-34.69","NaN"
"HSBA","HSBC HOLDINGS PLC","","Royaume-Uni","LSE","GBp","11.63","1.25","","12.54","0.79","","","","2","","4.45","","10.54","0","32.57","6.16","NaN"
"BP","BP P.L.C.","","Royaume-Uni","LSE","GBp","1.70","0.98","3.73","7.35","9.96","5.33","3.36","0","1","2.14","15.02","66.59","116.18","6","0.68","-5.08","NaN"
"CREI","CUSTODIAN PROPERTY INCOME REIT PLC","","Royaume-Uni","LSE","GBp","10.61","0.38","","6.47","5.95","","","","1","","11.46","","152.26","0","78.39","151.58","NaN"
"BNZL","BUNZL PLC","","Royaume-Uni","LSE","GBp","16.47","1.04","8.32","17.46","1.02","9.17","0.92","0","6","1.32","1.65","28.21","26.51","6","3.88","0.20","NaN"
"LLOY","LLOYDS BANKING GROUP PLC","","Royaume-Uni","LSE","GBp","10.15","1.99","","10.61","1.31","","","","1","","4.19","","29.49","0","23.75","2.09","NaN"
"CRE","CONDUIT HOLDINGS LIMITED","","Royaume-Uni","LSE","GBp","17.21","0.56","7.37","-753.05","1402.32","9.08","1.56","0","3","15.39","1743.61","609.16","12054.03","5","4.03","6.57","NaN"
"GNC","GREENCORE GROUP PLC","","Royaume-Uni","LSE","GBp","6.54","0.99","4.55","6.72","3.57","3.64","1.50","1","2","1.57","4.07","84.61","89.64","6","4.23","-3.76","NaN"
"PRD","PREDATOR OIL & GAS HOLDINGS PLC","","Royaume-Uni","LSE","GBp","-12.89","0.00","-7.69","-16.56","9.55","-12.57","9.15","0","0","16.15","15.13","0.00","0.00","6","-318.98","","NaN"
"CRES","CITIUS RESOURCES PLC","","Royaume-Uni","LSE","GBp","","0.58","","51.09","60.38","6.53","2.90","1","3","1.83","70.17","82.16","243.97","5","","0.56","NaN"
"WKP","WORKSPACE GROUP PLC","","Royaume-Uni","LSE","GBp","-8.50","0.60","2.91","-6.56","6.18","3.23","0.60","0","0","0.58","6.32","25.77","263.92","6","-66.32","-0.79","NaN"
"PSN","PERSIMMON PLC","","Royaume-Uni","LSE","GBp","11.65","0.50","7.65","10.93","1.41","8.21","0.81","0","0","2.51","2.20","31.47","26.76","6","4.85","8.13","NaN"
"IGG","IG GROUP HOLDINGS PLC","","Royaume-Uni","LSE","GBp","20.39","0.31","19.98","18.07","2.32","17.96","4.53","6","6","14.45","5.32","83.37","56.16","6","40.08","-0.03","NaN"
"WTB","WHITBREAD PLC","","Royaume-Uni","LSE","GBp","6.58","1.74","4.88","7.39","0.80","4.93","0.26","0","0","6.70","17.80","9.98","19.56","6","7.29","-0.67","NaN"
"HLN","HALEON PLC","","Royaume-Uni","LSE","GBp","10.27","0.52","5.94","8.64","1.81","5.13","0.90","0","0","0.46","1.10","14.57","4.58","6","15.23","-1.21","NaN"
"MSLH","MARSHALLS PLC","","Royaume-Uni","LSE","GBp","2.19","0.28","3.85","3.26","1.34","4.15","0.35","1","1","0.58","2.00","72.40","87.39","6","2.28","-2.96","NaN"
"PSON","PEARSON PLC","","Royaume-Uni","LSE","GBp","8.71","0.40","7.94","9.52","1.14","7.64","0.75","0","0","1.67","2.86","3.17","46.99","6","9.39","-1.33","NaN"
"PRE","PENSANA PLC","","Royaume-Uni","LSE","GBp","-24.40","0.01","-20.06","-26.36","2.09","-22.69","2.95","0","2","30.49","11.12","5926.55","111.80","6","-43.27","106.14","NaN"
"CRST","CREST NICHOLSON HOLDINGS PLC","","Royaume-Uni","LSE","GBp","0.31","0.24","1.87","-3.64","8.41","-1.44","5.97","0","0","6.00","8.50","219.00","262.00","6","0.36","-3.62","NaN"
"CRTM","CRITICAL METALS PLC","","Royaume-Uni","LSE","GBp","253.43","-2.02","-12.54","-52.13","266.80","-35.50","27.18","0","2","506.18","126.98","0.00","176.63","6","","","NaN"
"BHP","BHP GROUP LIMITED","","Royaume-Uni","LSE","GBp","24.00","0.48","15.26","21.88","2.17","14.55","1.49","6","6","2.29","2.83","50.48","68.96","6","22.17","2.75","NaN"
"BAB","BABCOCK INTERNATIONAL GROUP PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","","","0","","","NaN"
"VOX","VANGUARD COMMUNICATION SERVICES ETF","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","","","0","","","NaN"
"MOTR","MOTORPOINT GROUP PLC","","Royaume-Uni","LSE","GBp","","2.13","","-6.16","21.64","5.23","7.23","1","2","8.40","22.98","99.47","129.78","5","","7.96","NaN"
"GAW","GAMES WORKSHOP GROUP PLC","","Royaume-Uni","LSE","GBp","66.87","0.17","90.68","67.56","5.82","87.08","10.07","6","6","4.40","3.14","5.49","9.25","6","31.23","12.02","NaN"
"HSX","HISCOX LTD","","Royaume-Uni","LSE","GBp","15.82","0.23","5.63","20.32","6.04","5.81","0.22","0","3","1.73","14.55","7.10","41.80","4","15.29","5.05","NaN"
"HLCL","HELICAL PLC","","Royaume-Uni","LSE","GBp","1.33","0.41","1.25","-9.84","24.20","1.27","0.26","0","1","0.48","23.98","82.36","373.85","6","17.04","-8.72","NaN"
"BA","BAE SYSTEMS PLC","","Royaume-Uni","LSE","GBp","290.08","9.97","-3.89","138.51","140.17","-4.04","3.51","0","6","4.50","26.55","0.00","79.47","6","2.50","7.24","NaN"
